FILENAME,SEC_CHECKBOX,SEC_SUBJECT,CHECKBOX,TEXT_BOX_PAIR,MARK,HANDWRITTEN,SIGNATURE
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\48-48,,,,,,,
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\49-50,,,,,,,
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\51-52,,,,,,,
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\53-53,,,,,,,
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\54-54,,,,,,,
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\55-55,,,,,,,
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\56-57,,,,,,,
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\58-58,,,,,,,
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\59-59,,,,,,,
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\6-7,,,,,,,
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\60-60,,,,,,,
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\61-61,,,,,,,
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\62-63,,,,,,,
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\64-65,,,,,,,
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\66-66,,,,,,,
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\67-67,,,,,,,
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\68-68,,,,,,,
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\69-70,,,,,,,
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\71-72,,,,,,,
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\73-74,,,,,,,
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\8-8,,,,,,,
D:/PareIT/Combined\1293.087_005812654-04_OSCAR EDMUND MUNIZ _HEALTHPOINTE MEDICAL GROUP -96 pgs med recs and billin.pdf\9-10,,,,,,,
"D:/PareIT/Combined\1293.087_005812654-09_OSCAR EDMUND MUNIZ_STEPAN KASIMIAN, MD - 19 pgs med recs QMD.pdf\11-13",,,,,,,1
"D:/PareIT/Combined\1293.087_005812654-09_OSCAR EDMUND MUNIZ_STEPAN KASIMIAN, MD - 19 pgs med recs QMD.pdf\14-14",,,,,,17,
"D:/PareIT/Combined\1293.087_005812654-09_OSCAR EDMUND MUNIZ_STEPAN KASIMIAN, MD - 19 pgs med recs QMD.pdf\15-15",6,6,,,,13,
"D:/PareIT/Combined\1293.087_005812654-09_OSCAR EDMUND MUNIZ_STEPAN KASIMIAN, MD - 19 pgs med recs QMD.pdf\16-18",,,,,,,2
"D:/PareIT/Combined\1293.087_005812654-09_OSCAR EDMUND MUNIZ_STEPAN KASIMIAN, MD - 19 pgs med recs QMD.pdf\19-19",6,6,,,,13,
"D:/PareIT/Combined\1293.087_005812654-09_OSCAR EDMUND MUNIZ_STEPAN KASIMIAN, MD - 19 pgs med recs QMD.pdf\6-10",,,,,,,1
D:/PareIT/Combined\1293.087_005820885-01_OSCAR EDMUND MUNIZ_KAISER PERMANENTE CENTRAL RELEASE OF INFORMATION UNIT -.pdf\12-12,,,,,,,
D:/PareIT/Combined\1293.087_005820885-01_OSCAR EDMUND MUNIZ_KAISER PERMANENTE CENTRAL RELEASE OF INFORMATION UNIT -.pdf\13-13,,,,,,,
D:/PareIT/Combined\1293.087_005820885-01_OSCAR EDMUND MUNIZ_KAISER PERMANENTE CENTRAL RELEASE OF INFORMATION UNIT -.pdf\14-25,,,,,,,
D:/PareIT/Combined\1293.087_005820885-01_OSCAR EDMUND MUNIZ_KAISER PERMANENTE CENTRAL RELEASE OF INFORMATION UNIT -.pdf\26-31,,,,,,,
D:/PareIT/Combined\1293.087_005820885-01_OSCAR EDMUND MUNIZ_KAISER PERMANENTE CENTRAL RELEASE OF INFORMATION UNIT -.pdf\32-32,,,,,,,
D:/PareIT/Combined\1293.087_005820885-01_OSCAR EDMUND MUNIZ_KAISER PERMANENTE CENTRAL RELEASE OF INFORMATION UNIT -.pdf\33-34,,,,,,,
D:/PareIT/Combined\1293.087_005820885-01_OSCAR EDMUND MUNIZ_KAISER PERMANENTE CENTRAL RELEASE OF INFORMATION UNIT -.pdf\35-61,,,,,,,
D:/PareIT/Combined\1293.087_005820885-01_OSCAR EDMUND MUNIZ_KAISER PERMANENTE CENTRAL RELEASE OF INFORMATION UNIT -.pdf\62-65,,,,,,,
D:/PareIT/Combined\1293.087_005820885-01_OSCAR EDMUND MUNIZ_KAISER PERMANENTE CENTRAL RELEASE OF INFORMATION UNIT -.pdf\66-77,,,,,,,
D:/PareIT/Combined\1293.087_005820885-01_OSCAR EDMUND MUNIZ_KAISER PERMANENTE CENTRAL RELEASE OF INFORMATION UNIT -.pdf\7-11,,,,,,,
D:/PareIT/Combined\13 - Yonsei-Grand Endoscopy Center Medical Records.pdf,,,,,,,2
D:/PareIT/Combined\13 R Newport Institute 2019-02-01 Operative Report.pdf,,,,,,,
D:/PareIT/Combined\13 Simi Health Center PRIOR 2004 LS MRI.pdf,,,,,,,1
D:/PareIT/Combined\13. 04-26-16 2.pdf\1-1,,,,,,,
D:/PareIT/Combined\13. 04-26-16.pdf\1-1,,,,,,,
"D:/PareIT/Combined\13. 11-14-19 Nova Surgical Institute, Inc.pdf",,,,,,,1
"D:/PareIT/Combined\13. 11-15-18 Nova Surgical Institute, Inc.pdf",,,,,,,1
"D:/PareIT/Combined\13. 12-13-18Nova Surgical Institute, Inc.pdf",,,,,,,1
"D:/PareIT/Combined\13. Cardio Vascular Plus, Inc..pdf\13-14",,,,,1,8,
"D:/PareIT/Combined\13. Cardio Vascular Plus, Inc..pdf\7-8",,,,,,6,3
D:/PareIT/Combined\13. Med Img - Copy.pdf\2-3,,,,,,,1
D:/PareIT/Combined\13. Med Img.pdf\2-3,,,,,,,1
D:/PareIT/Combined\13. Wilshire Surgicenter Med Recs.pdf\1-2,,,,,,,
D:/PareIT/Combined\13. Wilshire Surgicenter Med Recs.pdf\10-11,,,,,,,
D:/PareIT/Combined\13. Wilshire Surgicenter Med Recs.pdf\13-14,,,,,,,1
D:/PareIT/Combined\13. Wilshire Surgicenter Med Recs.pdf\16-17,,,,,,,1
D:/PareIT/Combined\13. Wilshire Surgicenter Med Recs.pdf\4-5,,,,,,,1
D:/PareIT/Combined\13. Wilshire Surgicenter Med Recs.pdf\7-8,,,,,,,1
"D:/PareIT/Combined\13301_425White, Axel_Referral MRIs.pdf\1-1",,,,,,,1
"D:/PareIT/Combined\13301_425White, Axel_Referral MRIs.pdf\2-2",2,2,4,4,,1,
D:/PareIT/Combined\13301_69Axel white report.pdf\1-6,,,,,,,
D:/PareIT/Combined\14 - Dr. Pedram Enayati Medical Records.pdf\1-2,,,,,,,
D:/PareIT/Combined\14 - Dr. Pedram Enayati Medical Records.pdf\11-12,,,,,,,
D:/PareIT/Combined\14 - Dr. Pedram Enayati Medical Records.pdf\13-14,,,,,,,
D:/PareIT/Combined\14 - Dr. Pedram Enayati Medical Records.pdf\15-17,,,,,,,
D:/PareIT/Combined\14 - Dr. Pedram Enayati Medical Records.pdf\18-20,,,,,,,
D:/PareIT/Combined\14 - Dr. Pedram Enayati Medical Records.pdf\21-21,,,,,,,1
D:/PareIT/Combined\14 - Dr. Pedram Enayati Medical Records.pdf\3-4,,,,,,,
D:/PareIT/Combined\14 - Dr. Pedram Enayati Medical Records.pdf\5-5,,,,,,,2
D:/PareIT/Combined\14 - Dr. Pedram Enayati Medical Records.pdf\6-7,,,,,,,
D:/PareIT/Combined\14 - Dr. Pedram Enayati Medical Records.pdf\8-10,,,,,,,
D:/PareIT/Combined\14 R Comprehensive Surgical Solutions 2019-02-01.pdf,,,,,,,1
D:/PareIT/Combined\14 R Downtown PT (4-10-18 to 4-12-18).pdf,,,,,,,
D:/PareIT/Combined\14 Simi Health Center PRIOR 2007 CS MRI.pdf,,,,,,4,1
D:/PareIT/Combined\14. 04-26-16 2.pdf\1-1,,,,,,,
D:/PareIT/Combined\14. 04-26-16.pdf\1-1,,,,,,,
D:/PareIT/Combined\140227 medical records (GDIN) diagnostic imaging 01.pdf\1-1,,,,,,,
D:/PareIT/Combined\140227 medical records (GDIN) diagnostic imaging 01.pdf\2-2,,,,,,,
D:/PareIT/Combined\140227 medical records (GDIN) diagnostic imaging 01.pdf\3-3,,,,,,,
D:/PareIT/Combined\140227 medical records (GDIN) diagnostic imaging 01.pdf\4-5,,,,,,,
D:/PareIT/Combined\140227 medical records (GDIN) diagnostic imaging 01.pdf\6-6,,,,,,,
"D:/PareIT/Combined\140721 Stepan Kasimian, M.D 01 report.pdf\1-6",,,,,,,1
"D:/PareIT/Combined\140926 Wilshire Surgicenter, inc 01.pdf\1-2",,,,,,,
"D:/PareIT/Combined\141007 Jacob E Tauber, M.D 02.pdf\1-1",,,,,,,1
"D:/PareIT/Combined\141007 Jacob E Tauber, M.D 02.pdf\2-2",,,,,,,1
D:/PareIT/Combined\15 - Precise Imaging Record - Hurtado-Avina.pdf,,,,,,,
D:/PareIT/Combined\15 - ProHealth Imaging Reports.PDF,,,,,,,
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\10-11,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\12-13,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\14-15,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\16-17,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\18-19,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\2-3,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\20-21,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\22-23,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\24-25,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\26-28,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\29-30,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\31-32,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\33-34,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\35-36,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\37-38,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\39-40,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\4-5,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\41-42,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\43-44,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\45-46,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\47-48,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\49-49,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\50-52,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\53-54,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\55-56,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\6-7,,,,,,,1
D:/PareIT/Combined\15 R RA PT (4-16-18 to 7-25-18).pdf\8-9,,,,,,,1
D:/PareIT/Combined\15 R Wilshire Surgicenter (12-2-16 to 12-15-16) 12-2-16 SOAP NOTES NOT PRODUCED.pdf\1-2,,,,,,,
D:/PareIT/Combined\15 R Wilshire Surgicenter (12-2-16 to 12-15-16) 12-2-16 SOAP NOTES NOT PRODUCED.pdf\7-8,,,,,,,
D:/PareIT/Combined\15. Accurate Medical Services.pdf\13-13,,,,,,4,1
D:/PareIT/Combined\15. Accurate Medical Services.pdf\7-7,,,,,,19,
D:/PareIT/Combined\15. Accurate Medical Services.pdf\8-9,1,1,3,3,3,12,1
D:/PareIT/Combined\15. Dr. Lawrence Miller & Wilshire Surgicenter Med Recs.pdf\1-2,,,,,,,
D:/PareIT/Combined\15. Dr. Lawrence Miller & Wilshire Surgicenter Med Recs.pdf\11-11,,,,,,,1
D:/PareIT/Combined\15. Dr. Lawrence Miller & Wilshire Surgicenter Med Recs.pdf\13-14,,,,,,,1
D:/PareIT/Combined\15. Dr. Lawrence Miller & Wilshire Surgicenter Med Recs.pdf\16-17,,,,,,,
D:/PareIT/Combined\15. Dr. Lawrence Miller & Wilshire Surgicenter Med Recs.pdf\19-20,,,,,,,
D:/PareIT/Combined\15. Dr. Lawrence Miller & Wilshire Surgicenter Med Recs.pdf\22-23,,,,,,,1
D:/PareIT/Combined\15. Dr. Lawrence Miller & Wilshire Surgicenter Med Recs.pdf\4-6,,,,,,1,1
D:/PareIT/Combined\15. Dr. Lawrence Miller & Wilshire Surgicenter Med Recs.pdf\7-9,,,,,,1,1
D:/PareIT/Combined\15.a Inglewood Physical Therapy - Medical Records.pdf\1-2,,,,,,,1
D:/PareIT/Combined\15.a Inglewood Physical Therapy - Medical Records.pdf\3-4,,,,,,,1
D:/PareIT/Combined\15.a Inglewood Physical Therapy - Medical Records.pdf\5-5,,,,,,,1
D:/PareIT/Combined\15.a Inglewood Physical Therapy - Medical Records.pdf\6-7,,,,,,,1
D:/PareIT/Combined\15.a Inglewood Physical Therapy - Medical Records.pdf\8-8,,,,,,,
D:/PareIT/Combined\15.a Inglewood Physical Therapy - Medical Records.pdf\9-9,,,,,,,1
D:/PareIT/Combined\16 - Precise Imaging Reports.pdf\1-3,,,,,,,
D:/PareIT/Combined\16 - Precise Imaging Reports.pdf\4-6,,,,,,,
D:/PareIT/Combined\16 - Precise Imaging Reports.pdf\7-8,,,,,,,
D:/PareIT/Combined\16 - Precise Imaging Reports.pdf\9-11,,,,,,,
D:/PareIT/Combined\16 R Spine & Ortho (01-15-21).pdf,,,,,,,2
D:/PareIT/Combined\16-01-15 Dr. Paquette Re-Evaluation.pdf,,,,,,,3
D:/PareIT/Combined\16-07-21 F & M Radiology.pdf\10-10,,,,,,,
D:/PareIT/Combined\16-07-21 F & M Radiology.pdf\3-7,,,,,,,1
D:/PareIT/Combined\16-07-21 F & M Radiology.pdf\8-9,,,,,,,1
D:/PareIT/Combined\16-10-10 Report 1.pdf,,,,,,,1
D:/PareIT/Combined\16-12-6 Report 2.pdf,,,,,,,1
D:/PareIT/Combined\16-8-31 Progess Report.pdf,,,,,,,1
D:/PareIT/Combined\16-8-4 X-Ray Cervical.pdf,,,,,,,
D:/PareIT/Combined\16-8-4 X-Ray Lumbar Spine.pdf\1-1,,,,,,,
D:/PareIT/Combined\16-9-23 MRI Shoulder.pdf\1-2,,,,,,,
D:/PareIT/Combined\16. Pledge Medical.pdf,,,,,,,1
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\11-11,,,,,,,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\12-12,,,,,,,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\13-14,,,,,,,1
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\145-147,,,,,,,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\148-148,,,,,,,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\149-149,,,,,,,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\15-18,,,,,,,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\150-157,,,,,,,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\184-184,,,,,,,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\185-185,,,,,,,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\19-19,,,,,,,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\20-21,,,,,,,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\22-24,,,,,,,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\35-36,,,,,,,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\37-46,,,,,,,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\47-47,,,,,,4,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\48-48,,,,,,,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\5-5,,,,,,,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\50-90,,,,,,,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\91-91,,,,,,4,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\92-92,,,,,,,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\93-93,,,,,,,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\94-94,,,,,,2,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\95-95,1,1,,,1,14,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\96-96,,,1,1,,3,1
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\97-97,,,,,,,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\98-98,,,,,,,
D:/PareIT/Combined\16. Valley Presbyterian Hospital.pdf\99-99,,,,,,,
D:/PareIT/Combined\17 - Beacon Surgical Center Record - Hurtado-Avina.pdf\1-2,,,,,,,1
D:/PareIT/Combined\17 - Stand Up MRI of Beverly Hills Report.pdf\1-2,,,,,,,
D:/PareIT/Combined\17 R Rolling Oaks Radiology MRI LS (01-27-21).pdf\1-2,,,,,,1,
D:/PareIT/Combined\17-12-07 MRI Order.pdf\1-1,,,,,,,
D:/PareIT/Combined\17-12-07 Soap.pdf\1-3,,,,,,,
D:/PareIT/Combined\17-12-28 soap.pdf\1-2,,,,,,,
"D:/PareIT/Combined\17-3-17 The Chiropractic Center (Orlando Pardo, DC) (incomplete records and bills).pdf\10-10",9,3,,,128,14,3
"D:/PareIT/Combined\17-3-17 The Chiropractic Center (Orlando Pardo, DC) (incomplete records and bills).pdf\11-11",3,1,,,41,8,
"D:/PareIT/Combined\17-3-17 The Chiropractic Center (Orlando Pardo, DC) (incomplete records and bills).pdf\12-12",,,,,,23,1
"D:/PareIT/Combined\17-3-17 The Chiropractic Center (Orlando Pardo, DC) (incomplete records and bills).pdf\4-5",,,,,,,1
"D:/PareIT/Combined\17-3-17 The Chiropractic Center (Orlando Pardo, DC) (incomplete records and bills).pdf\6-6",3,3,36,6,22,26,
"D:/PareIT/Combined\17-3-17 The Chiropractic Center (Orlando Pardo, DC) (incomplete records and bills).pdf\7-7",3,3,33,6,24,24,1
"D:/PareIT/Combined\17-3-17 The Chiropractic Center (Orlando Pardo, DC) (incomplete records and bills).pdf\8-8",3,3,36,6,26,26,1
D:/PareIT/Combined\17-50716 PreHospital Care Record.pdf\1-3,,,,,,,
D:/PareIT/Combined\17-6-29 SOAP.pdf,,,,,,,
D:/PareIT/Combined\17. 11-13-18 SCOI.pdf\1-6,,,,,,,1
D:/PareIT/Combined\17. Saddleback Portable X-Ray.pdf\13-13,,,,,1,3,2
D:/PareIT/Combined\17. Saddleback Portable X-Ray.pdf\5-5,1,1,4,4,,7,
D:/PareIT/Combined\17. Saddleback Portable X-Ray.pdf\7-7,1,1,5,5,,,1
D:/PareIT/Combined\17. Saddleback Portable X-Ray.pdf\9-11,,,,,,,
"D:/PareIT/Combined\17. Stephan Kay, M.D.pdf\2-11",,,,,,,
D:/PareIT/Combined\17.09.26 Report.pdf\1-3,,,,,1,,2
D:/PareIT/Combined\17.11.07 samimi report.pdf\1-3,,,,,,,
D:/PareIT/Combined\17.9.18 Report Mintz Chiro.pdf\1-6,,,,,,,1
"D:/PareIT/Combined\170221 P RESPNS TO D COLA RFP, SET ONE.pdf\15-16",,,,,,,
"D:/PareIT/Combined\170221 P RESPNS TO D COLA RFP, SET ONE.pdf\17-18",,,,,,,
"D:/PareIT/Combined\170221 P RESPNS TO D COLA RFP, SET ONE.pdf\19-20",,,,,,,1
"D:/PareIT/Combined\170221 P RESPNS TO D COLA RFP, SET ONE.pdf\21-23",,,,,,,1
"D:/PareIT/Combined\170221 P RESPNS TO D COLA RFP, SET ONE.pdf\24-26",,,,,,,1
"D:/PareIT/Combined\170221 P RESPNS TO D COLA RFP, SET ONE.pdf\27-29",,,,,,,2
"D:/PareIT/Combined\170221 P RESPNS TO D COLA RFP, SET ONE.pdf\30-31",,,,,,,1
"D:/PareIT/Combined\170221 P RESPNS TO D COLA RFP, SET ONE.pdf\32-32",,,,,,,
"D:/PareIT/Combined\170221 P RESPNS TO D COLA RFP, SET ONE.pdf\33-35",,,,,1,32,1
"D:/PareIT/Combined\170221 P RESPNS TO D COLA RFP, SET ONE.pdf\40-40",1,1,36,36,,,1
"D:/PareIT/Combined\170221 P RESPNS TO D COLA RFP, SET ONE.pdf\42-42",9,9,60,60,20,91,1
"D:/PareIT/Combined\170221 P RESPNS TO D COLA RFP, SET ONE.pdf\43-43",1,1,36,36,,,1
"D:/PareIT/Combined\170221 P RESPNS TO D COLA RFP, SET ONE.pdf\44-44",5,5,26,26,,29,
"D:/PareIT/Combined\170221 P RESPNS TO D COLA RFP, SET ONE.pdf\45-45",10,10,60,60,18,86,1
"D:/PareIT/Combined\170221 P RESPNS TO D COLA RFP, SET ONE.pdf\46-57",1,1,3,3,,,
"D:/PareIT/Combined\170221 P RESPNS TO D COLA RFP, SET ONE.pdf\58-60",,,,,,,
"D:/PareIT/Combined\170221 P RESPNS TO D COLA RFP, SET ONE.pdf\8-13",,,,,,,1
"D:/PareIT/Combined\170221 P RESPNS TO D COLA RFP, SET ONE.pdf\82-82",,,,,,,
D:/PareIT/Combined\17658_Noemi Zazueta Dr. Halperin_NCV_EMG_Referral_4c8ed376-62af-4464-a060-1d2a33988a6f.pdf\1-1,,,7,7,,6,
D:/PareIT/Combined\17661_12.5.18 Report Trenton_0f969d18-159b-4196-b5db-56f5cd120846.pdf\1-4,,,,,,,1
D:/PareIT/Combined\17661_2018.12.21 - PT - Rx_3758c104-cee8-484c-959a-f8a75855cf32.pdf\1-1,,,2,2,,,1
"D:/PareIT/Combined\17662_REF-Buenrostro, Omar_181b6603-2b49-48ca-bb2b-322fe40746a0.pdf\1-1",,,1,1,,8,1
D:/PareIT/Combined\17667_+1442086104814-1231-092023-152_932d5c29-2fe6-42a6-8b71-ec7886b0a9d5.pdf\1-2,,,,,,,
D:/PareIT/Combined\17667_Segment 001 of +16615233330-1227-090221-294_beba3972-38af-4355-ab6b-a2d1563d2de3.pdf\1-4,,,,,,,1
D:/PareIT/Combined\17673_CONSTANTINEELISSEEV_967cf6be-7a8c-4b46-b7f0-d58f203a5924.pdf\1-5,,,,,,,
D:/PareIT/Combined\17674_11.20.18 Check off list_611227c4-3d10-4ecd-b87e-0372eff9dc6a.pdf\1-1,,,,,3,3,
D:/PareIT/Combined\17674_11.20.18 Check off list_611227c4-3d10-4ecd-b87e-0372eff9dc6a.pdf\2-2,,,,,4,3,
D:/PareIT/Combined\17674_11.20.18 recommendation_0a6d3307-0e7c-4a14-a366-d6ad6cd1baab.pdf\1-1,2,,,,4,3,
D:/PareIT/Combined\17674_11.20.18 recommendation_0a6d3307-0e7c-4a14-a366-d6ad6cd1baab.pdf\2-2,2,,,,3,3,
D:/PareIT/Combined\17674_11.20.18 recommendation_0a6d3307-0e7c-4a14-a366-d6ad6cd1baab.pdf\3-3,1,1,,,1,5,
D:/PareIT/Combined\17674_11.20.18 recommendation_4e265e6b-21c2-4c85-9f61-9f35263c3e05.pdf\1-1,2,,,,4,3,
D:/PareIT/Combined\17674_11.20.18 recommendation_4e265e6b-21c2-4c85-9f61-9f35263c3e05.pdf\2-2,4,2,13,9,3,3,
D:/PareIT/Combined\17674_11.20.18 recommendation_4e265e6b-21c2-4c85-9f61-9f35263c3e05.pdf\3-3,1,1,,,1,5,
D:/PareIT/Combined\17674_11.20.18 recommendation_d893d6f3-691e-4913-b38c-5b709b08ec8e.pdf\1-1,2,,,,4,3,
D:/PareIT/Combined\17674_11.20.18 recommendation_d893d6f3-691e-4913-b38c-5b709b08ec8e.pdf\2-2,5,3,13,9,3,3,
D:/PareIT/Combined\17674_11.20.18 recommendation_d893d6f3-691e-4913-b38c-5b709b08ec8e.pdf\3-3,,,,,1,5,
D:/PareIT/Combined\17674_11.20.18 recommendation_f7c94768-3cdd-4778-8684-e8ca89b6b9c1.pdf\1-1,2,,,,4,3,
D:/PareIT/Combined\17674_11.20.18 recommendation_f7c94768-3cdd-4778-8684-e8ca89b6b9c1.pdf\2-2,5,3,13,8,3,3,
D:/PareIT/Combined\17674_11.20.18 recommendation_f7c94768-3cdd-4778-8684-e8ca89b6b9c1.pdf\3-3,1,1,,,1,5,
"D:/PareIT/Combined\17674_Initial Consult Tapia, Ernesto 11-20-2018 MI_8b188d0b-6225-4c3c-bdbc-8157c68f9f88.pdf\1-7",,,,,,,
D:/PareIT/Combined\17674_MRI Cervical- Tapia_ff51e419-dd2e-4a40-b825-ca17b1a62aaf.pdf\1-2,,,,,,1,
D:/PareIT/Combined\17674_MRI-Lumbar Tapia_aa1b5021-0c5f-48e1-bccd-8a8dcbdb07f7.pdf\1-2,,,,,,,
D:/PareIT/Combined\17674_Tapia Rx_b780ae10-be4b-4783-8c15-635a3a0917c7.pdf\1-1,1,,3,3,,8,1
